"ID","Type","SKU","Name","Description","Short Description","Regular Price","Sale Price","Categories","Tags","Stock","Weight","Dimensions","Images","Attribute 1 Name","Attribute 1 Value(s)","Attribute 1 Visible","Attribute 1 Global"
"","simple","SHA-HF-009","Breakfast/Laptop Table/Work Table [CREAM/BROWN/WHITE/BLACK]","<p>The Breakfast/Laptop Table/Work Table is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in CREAM/BROWN/WHITE/BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: CREAM/BROWN/WHITE/BLACK. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Breakfast/Laptop Table/Work Table available in CREAM/BROWN/WHITE/BLACK.</p>","1500","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-009.png","Colour","CREAM/BROWN/WHITE/BLACK","1","0"
"","simple","SHA-APP-007","2-21V Batteries Foldable Cordless Lawn Mower With Wheels [BLUE]","<p>The 2-21V Batteries Foldable Cordless Lawn Mower With Wheels is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLUE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLUE. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 2-21V Batteries Foldable Cordless Lawn Mower With Wheels available in BLUE.</p>","5500","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-007.png","Colour","BLUE","1","0"
"","simple","SHA-HF-010","Stainless Steel Retractable Double Tier Folding Rust Resistant Cloth Drying Rack [STAINLESS STEEL]","<p>The Stainless Steel Retractable Double Tier Folding Rust Resistant Cloth Drying Rack is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in STAINLESS STEEL</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: STAINLESS STEEL. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Stainless Steel Retractable Double Tier Folding Rust Resistant Cloth Drying Rack available in STAINLESS STEEL.</p>","3700","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-010.png","Style","STAINLESS STEEL","1","0"
"","simple","SHA-HW-007","Kids Training Toilet Seat Trainer With Pvc Cushion/Soft Pad [BLUE/PINK]","<p>The Kids Training Toilet Seat Trainer With Pvc Cushion/Soft Pad is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLUE/PINK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLUE/PINK. Category: Health & Wellness. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Kids Training Toilet Seat Trainer With Pvc Cushion/Soft Pad available in BLUE/PINK.</p>","3500","","Health & Wellness","health, wellness, fitness, massage, comfort","10","2.0","35x25x20","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HW-007.png","Colour","BLUE/PINK","1","0"
"","simple","SHA-FBA-002","Crrju 2 Face Option Ladies Bracelet Watch [GOLD]","<p>The Crrju 2 Face Option Ladies Bracelet Watch is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in GOLD</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: GOLD. Category: Fashion & Beauty Accessories. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Crrju 2 Face Option Ladies Bracelet Watch available in GOLD.</p>","3500","","Fashion & Beauty Accessories","fashion, beauty, accessory, style, women","10","0.5","20x15x10","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-FBA-002.png","Colour","GOLD","1","0"
"","simple","SHA-HF-011","Console Bedside Cabinet Double Layer Mdf Marble Effect Coffee Table [WHITE&GOLD]","<p>The Console Bedside Cabinet Double Layer Mdf Marble Effect Coffee Table is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in WHITE&GOLD</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: WHITE&GOLD. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Console Bedside Cabinet Double Layer Mdf Marble Effect Coffee Table available in WHITE&GOLD.</p>","4500","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-011.png","Colour","WHITE&GOLD","1","0"
"","simple","SHA-APP-008","Handheld Rechargable Car Vacuum Cleaner [BLACK]","<p>The Handheld Rechargable Car Vacuum Cleaner is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Handheld Rechargable Car Vacuum Cleaner available in BLACK.</p>","2500","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-008.png","Colour","BLACK","1","0"
"","simple","SHA-HF-012","Foldable Breakfast In Bed Bamboo Tray [BROWN/BLACK/WHITE]","<p>The Foldable Breakfast In Bed Bamboo Tray is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BROWN/BLACK/WHITE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BROWN/BLACK/WHITE. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Foldable Breakfast In Bed Bamboo Tray available in BROWN/BLACK/WHITE.</p>","2499","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-012.png","Colour","BROWN/BLACK/WHITE","1","0"
"","simple","SHA-KIT-003","6 In 1 Luxuxy Bathroom Accessories Set With Bamboo Lid [BLUE/BLACK/WHITE]","<p>The 6 In 1 Luxuxy Bathroom Accessories Set With Bamboo Lid is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLUE/BLACK/WHITE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLUE/BLACK/WHITE. Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 6 In 1 Luxuxy Bathroom Accessories Set With Bamboo Lid available in BLUE/BLACK/WHITE.</p>","3499","","Kits Products","kit, set, bundle, collection, multi-piece","10","1.5","30x20x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-KIT-003.png","Colour","BLUE/BLACK/WHITE","1","0"
"","simple","SHA-HF-013","3 In 1 Round Nesting Coffee Table Set [BLACK&GOLD]","<p>The 3 In 1 Round Nesting Coffee Table Set is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK&GOLD</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK&GOLD. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 3 In 1 Round Nesting Coffee Table Set available in BLACK&GOLD.</p>","8699","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-013.png","Colour","BLACK&GOLD","1","0"
"","simple","SHA-APP-009","800Ml French Coffee Plunger [BLACK]","<p>The 800Ml French Coffee Plunger is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 800Ml French Coffee Plunger available in BLACK.</p>","1699","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-009.png","Colour","BLACK","1","0"
"","simple","SHA-HF-014","4 Holes Multipurpose Hook Mop Hanger With Hanging Hooks And Self Adhesive Stickers [SILVER]","<p>The 4 Holes Multipurpose Hook Mop Hanger With Hanging Hooks And Self Adhesive Stickers is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in SILVER</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: SILVER. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 4 Holes Multipurpose Hook Mop Hanger With Hanging Hooks And Self Adhesive Stickers available in SILVER.</p>","899","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-014.png","Colour","SILVER","1","0"
"","simple","SHA-APP-010","10Kg 600W Clothes Drying Heater [CREAM]","<p>The 10Kg 600W Clothes Drying Heater is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in CREAM</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: CREAM. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 10Kg 600W Clothes Drying Heater available in CREAM.</p>","3199","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-010.png","Colour","CREAM","1","0"
"","simple","SHA-APP-011","Extending Arm High Power Heavy Duty Rechargeable 3 In 1 3Pc Brush Electric Spin Scrubber [BLUE]","<p>The Extending Arm High Power Heavy Duty Rechargeable 3 In 1 3Pc Brush Electric Spin Scrubber is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLUE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLUE. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Extending Arm High Power Heavy Duty Rechargeable 3 In 1 3Pc Brush Electric Spin Scrubber available in BLUE.</p>","5350","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-011.png","Colour","BLUE","1","0"
"","simple","SHA-AUTO-002","115Cm Long Car Wash Twin Mop [RED]","<p>The 115Cm Long Car Wash Twin Mop is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in RED</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: RED. Category: Automotive. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 115Cm Long Car Wash Twin Mop available in RED.</p>","1599","","Automotive","car, auto, vehicle, cleaning, automotive","10","2.5","35x25x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-AUTO-002.png","Colour","RED","1","0"
"","simple","SHA-KIT-004","Mordern Nordic Style Wooden Storage Table/Multipurpose Bedside And Living Room Organizer [WHITE]","<p>The Mordern Nordic Style Wooden Storage Table/Multipurpose Bedside And Living Room Organizer is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in WHITE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: WHITE. Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Mordern Nordic Style Wooden Storage Table/Multipurpose Bedside And Living Room Organizer available in WHITE.</p>","2399","","Kits Products","kit, set, bundle, collection, multi-piece","10","1.5","30x20x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-KIT-004.png","Colour","WHITE","1","0"
"","simple","SHA-APP-012","Stainless Steel28Cm Golden Furnace Chaffing Dish Food Warmer [STAINLESS STEEL]","<p>The Stainless Steel28Cm Golden Furnace Chaffing Dish Food Warmer is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in STAINLESS STEEL</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: STAINLESS STEEL. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Stainless Steel28Cm Golden Furnace Chaffing Dish Food Warmer available in STAINLESS STEEL.</p>","5500","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-012.png","Style","STAINLESS STEEL","1","0"
"","simple","SHA-APP-013","Easily Portable Foldable Mini Ironing Board [MULTICOLOUR]","<p>The Easily Portable Foldable Mini Ironing Board is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in MULTICOLOUR</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: MULTICOLOUR. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Easily Portable Foldable Mini Ironing Board available in MULTICOLOUR.</p>","2799","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-013.png","Colour","MULTICOLOUR","1","0"
"","simple","SHA-KIT-005","3 Slot Bamboo Cutlery Organizer Box [BROWN]","<p>The 3 Slot Bamboo Cutlery Organizer Box is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BROWN</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BROWN. Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 3 Slot Bamboo Cutlery Organizer Box available in BROWN.</p>","1699","","Kits Products","kit, set, bundle, collection, multi-piece","10","1.5","30x20x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-KIT-005.png","Colour","BROWN","1","0"
"","simple","SHA-AUTO-003","Car Cigar Powered Portable Air Inflating Pump [BLACK]","<p>The Car Cigar Powered Portable Air Inflating Pump is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Automotive. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Car Cigar Powered Portable Air Inflating Pump available in BLACK.</p>","1299","","Automotive","car, auto, vehicle, cleaning, automotive","10","2.5","35x25x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-AUTO-003.png","Colour","BLACK","1","0"
"","simple","SHA-HF-015","Foldable 10 Slot Wooden Wine Bottle Rack [BROWN]","<p>The Foldable 10 Slot Wooden Wine Bottle Rack is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BROWN</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BROWN. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Foldable 10 Slot Wooden Wine Bottle Rack available in BROWN.</p>","3199","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-015.png","Colour","BROWN","1","0"
"","simple","SHA-HF-016","Multifunctional Bathroom Towel Holder [BLACK]","<p>The Multifunctional Bathroom Towel Holder is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Multifunctional Bathroom Towel Holder available in BLACK.</p>","2999","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-016.png","Colour","BLACK","1","0"
"","simple","SHA-APP-014","Shooting Canon Aroma Therapy Humidifier With 7 Colour Lights [BLACK]","<p>The Shooting Canon Aroma Therapy Humidifier With 7 Colour Lights is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Shooting Canon Aroma Therapy Humidifier With 7 Colour Lights available in BLACK.</p>","1399","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-014.png","Colour","BLACK","1","0"
"","simple","SHA-KIT-006","11Pcs Set Pull Rope,Resistance Bands,Portable Fitness Equipment,Ankle Strap,Chest Expander [MULTICOLOUR]","<p>The 11Pcs Set Pull Rope,Resistance Bands,Portable Fitness Equipment,Ankle Strap,Chest Expander is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in MULTICOLOUR</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: MULTICOLOUR. Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 11Pcs Set Pull Rope,Resistance Bands,Portable Fitness Equipment,Ankle Strap,Chest Expander available in MULTICOLOUR.</p>","2500","","Kits Products","kit, set, bundle, collection, multi-piece","10","1.5","30x20x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-KIT-006.png","Colour","MULTICOLOUR","1","0"
"","simple","SHA-KIT-007","Modern Nordic Style Wooden Storage Table/Multi-Purpose Bedside/Living Room Organizer [WHITE]","<p>The Modern Nordic Style Wooden Storage Table/Multi-Purpose Bedside/Living Room Organizer is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in WHITE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: WHITE. Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Modern Nordic Style Wooden Storage Table/Multi-Purpose Bedside/Living Room Organizer available in WHITE.</p>","6700","","Kits Products","kit, set, bundle, collection, multi-piece","10","1.5","30x20x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-KIT-007.png","Colour","WHITE","1","0"
"","simple","SHA-HF-017","Heavy Gauge 3 Layer Mesh Trays Metallic Trolley Rack [BLUE/PINK/CREAM/LILAC]","<p>The Heavy Gauge 3 Layer Mesh Trays Metallic Trolley Rack is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLUE/PINK/CREAM/LILAC</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLUE/PINK/CREAM/LILAC. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Heavy Gauge 3 Layer Mesh Trays Metallic Trolley Rack available in BLUE/PINK/CREAM/LILAC.</p>","4650","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-017.png","Colour","BLUE/PINK/CREAM/LILAC","1","0"
"","simple","SHA-APP-015","4L Portable Beauty Car Fridge With Mirror And Duo Power Option [WHITE/PINK]","<p>The 4L Portable Beauty Car Fridge With Mirror And Duo Power Option is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in WHITE/PINK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: WHITE/PINK. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 4L Portable Beauty Car Fridge With Mirror And Duo Power Option available in WHITE/PINK.</p>","5399","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-015.png","Colour","WHITE/PINK","1","0"
"","simple","SHA-HW-008","Professional Rechargeable Electric Nail Drill Designed For Manicure And Pedicure Tasks [PINK]","<p>The Professional Rechargeable Electric Nail Drill Designed For Manicure And Pedicure Tasks is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in PINK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: PINK. Category: Health & Wellness. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Professional Rechargeable Electric Nail Drill Designed For Manicure And Pedicure Tasks available in PINK.</p>","2500","","Health & Wellness","health, wellness, fitness, massage, comfort","10","2.0","35x25x20","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HW-008.png","Colour","PINK","1","0"
